0,0,0,0,0,0,0,0,0,0,7.9171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2778,10.477,0
0,0,0,0,0,0,0,0,0,0,8.6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0771,11.491,0
0,0,0,0,0,0,0,0,0,0,7.8313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2127,10.247,0
0,0,0,0,0,0,0,0,0,0,9.2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1761,9.266,0
0,0,0,0,0,0,0,0,0,0,8.1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6191,10.773,0
0,0,0,0,0,0,0,0,0,0,9.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0759,12.356,0
0,0,0,0,0,0,0,0,0,0,8.8044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4084,11.608,0
0,0,0,0,0,0,0,0,0,0,9.0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.661,11.096,0
0,0,0,0,0,0,0,0,0,0,10.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.127,9.861,0
0,0,0,0,0,0,0,0,0,0,9.2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1736,10.738,0
0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.346,9.899,0
0,0,0,0,0,0,0,0,0,0,8.1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0975,8.0141,0
0,0,0,0,0,0,0,0,0,0,9.9952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9575,10.014,0
0,0,0,0,0,0,0,0,0,0,8.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1954,11.438,0
0,0,0,0,0,0,0,0,0,0,10.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2117,10.682,0
0,0,0,0,0,0,0,0,0,0,10.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6508,11.097,0
0,0,0,0,0,0,0,0,0,0,8.7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8266,8.6066,0
0,0,0,0,0,0,0,0,0,0,7.4868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6436,8.3915,0
0,0,0,0,0,0,0,0,0,0,10.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.493,11.227,0
0,0,0,0,0,0,0,0,0,0,7.9977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0767,10.157,0
0,0,0,0,0,0,0,0,0,0,7.8906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3209,10.587,0
0,0,0,0,0,0,0,0,0,0,7.8429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1756,9.1833,0
0,0,0,0,0,0,0,0,0,0,8.9609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.073,10.079,0
0,0,0,0,0,0,0,0,0,0,8.4427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.87,11.327,0
0,0,0,0,0,0,0,0,0,0,8.1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9184,9.3552,0
0,0,0,0,0,0,0,0,0,0,8.2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6653,11.292,0
0,0,0,0,0,0,0,0,0,0,10.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1945,10.25,0
0,0,0,0,0,0,0,0,0,0,9.4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0549,11.069,0
0,0,0,0,0,0,0,0,0,0,8.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9128,8.4113,0
0,0,0,0,0,0,0,0,0,0,8.1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9932,10.348,0
0,0,0,0,0,0,0,0,0,0,8.8924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0828,10.072,0
0,0,0,0,0,0,0,0,0,0,8.6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4428,10.118,0
0,0,0,0,0,0,0,0,0,0,10.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.422,10.601,0
0,0,0,0,0,0,0,0,0,0,10.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.043,11.376,0
0,0,0,0,0,0,0,0,0,0,9.6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6614,11.722,0
0,0,0,0,0,0,0,0,0,0,8.7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5805,10.3,0
0,0,0,0,0,0,0,0,0,0,9.2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.748,10.642,0
0,0,0,0,0,0,0,0,0,0,10.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9181,10.334,0
0,0,0,0,0,0,0,0,0,0,8.5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3256,9.7408,0
0,0,0,0,0,0,0,0,0,0,9.4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0464,11.133,0
0,0,0,0,0,0,0,0,0,0,7.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0241,10.206,0
0,0,0,0,0,0,0,0,0,0,8.3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2152,10.28,0
0,0,0,0,0,0,0,0,0,0,9.4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9502,13.481,0
0,0,0,0,0,0,0,0,0,0,13.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.7413,0
0,0,0,0,0,0,0,0,0,0,9.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7413,0.0,0
0,0,0,0,0,0,0,0,0,0,8.5819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2935,10.327,0
